scenario,season,variable,value
COO,Oct-Dec,nox,2.724
COO,Oct-Dec,nox,2.24
COO,Oct-Dec,nox,2.888
COO,Jan-Apr,nox,3.086
COO,Jan-Apr,nox,2.344
COO,Jan-Apr,nox,1.926
COO,Jan-Apr,nox,2.195
COO,May-Sep,nox,2.421
COO,May-Sep,nox,3.176
COO,May-Sep,nox,3.365
COO,May-Sep,nox,3.233
COO,May-Sep,nox,2.575
COO,Oct-Dec,nox,2.809
COO,Oct-Dec,nox,2.042
COO,Oct-Dec,nox,2.883
COO,Jan-Apr,nox,2.593
COO,Jan-Apr,nox,2.407
COO,Jan-Apr,nox,2.318
COO,Jan-Apr,nox,2.111
COO,May-Sep,nox,2.289
COO,May-Sep,nox,3.075
COO,May-Sep,nox,3.285
COO,May-Sep,nox,2.99
COO,May-Sep,nox,2.646
COO,Oct-Dec,nox,2.787
COO,Oct-Dec,nox,2.33
COO,Oct-Dec,nox,3.276
COO,Jan-Apr,nox,2.468
COO,Jan-Apr,nox,2.44
COO,Jan-Apr,nox,2.113
COO,Jan-Apr,nox,2.17
COO,May-Sep,nox,1.933
COO,May-Sep,nox,2.811
COO,May-Sep,nox,3.152
COO,May-Sep,nox,3.303
COO,May-Sep,nox,3.214
COO,Oct-Dec,nox,2.327
COO,Oct-Dec,nox,2.347
COO,Oct-Dec,nox,2.545
COO,Jan-Apr,nox,2.233
COO,Jan-Apr,nox,2.447
COO,Jan-Apr,nox,2.037
COO,Jan-Apr,nox,1.871
COO,May-Sep,nox,2.203
COO,May-Sep,nox,2.801
COO,May-Sep,nox,2.832
COO,May-Sep,nox,3.276
COO,May-Sep,nox,3.271
COO,Oct-Dec,nox,2.325
COO,Oct-Dec,nox,2.423
COO,Oct-Dec,nox,2.778
COO,Jan-Apr,nox,2.638
COO,Jan-Apr,nox,2.322
COO,Jan-Apr,nox,2.068
COO,Jan-Apr,nox,1.911
COO,May-Sep,nox,2.32
COO,May-Sep,nox,2.996
COO,May-Sep,nox,3.044
COO,May-Sep,nox,3.219
COO,May-Sep,nox,2.797
COO,Oct-Dec,nox,2.715
COO,Oct-Dec,nox,2.634
COO,Oct-Dec,nox,2.709
COO,Jan-Apr,nox,2.732
COO,Jan-Apr,nox,2.416
COO,Jan-Apr,nox,2.252
COO,Jan-Apr,nox,2.793
COO,May-Sep,nox,2.264
COO,May-Sep,nox,2.798
COO,May-Sep,nox,3.413
COO,May-Sep,nox,3.254
COO,May-Sep,nox,2.563
COO,Oct-Dec,nox,2.841
COO,Oct-Dec,nox,2.571
COO,Oct-Dec,nox,2.435
COO,Jan-Apr,nox,2.336
COO,Jan-Apr,nox,2.462
COO,Jan-Apr,nox,1.964
COO,Jan-Apr,nox,2.139
COO,May-Sep,nox,2.579
COO,May-Sep,nox,2.925
COO,May-Sep,nox,3.532
COO,May-Sep,nox,3.285
COO,May-Sep,nox,2.998
COO,Oct-Dec,nox,2.938
COO,Oct-Dec,nox,2.99
COO,Oct-Dec,nox,2.562
COO,Jan-Apr,nox,2.631
COO,Jan-Apr,nox,2.613
COO,Jan-Apr,nox,1.909
COO,Jan-Apr,nox,2.107
COO,May-Sep,nox,2.814
COO,May-Sep,nox,3.089
COO,May-Sep,nox,3.497
COO,May-Sep,nox,2.95
COO,May-Sep,nox,3.063
COO,Oct-Dec,nox,3.036
COO,Oct-Dec,nox,2.117
COO,Oct-Dec,nox,2.707
COO,Jan-Apr,nox,3.122
COO,Jan-Apr,nox,3.217
COO,Jan-Apr,nox,2.234
COO,Jan-Apr,nox,2.054
COO,May-Sep,nox,2.991
COO,May-Sep,nox,2.969
COO,May-Sep,nox,3.412
COO,May-Sep,nox,2.835
COO,May-Sep,nox,2.906
COO,Oct-Dec,nox,2.859
COO,Oct-Dec,nox,2.216
COO,Oct-Dec,nox,2.781
COO,Jan-Apr,nox,2.895
COO,Jan-Apr,nox,2.658
COO,Jan-Apr,nox,2.258
COO,Jan-Apr,nox,1.85
COO,May-Sep,nox,3.086
COO,May-Sep,nox,2.926
COO,May-Sep,nox,3.42
COO,May-Sep,nox,3.239
COO,May-Sep,nox,2.688
COO,Oct-Dec,nox,2.426
COO,Oct-Dec,nox,2.188
COO,Oct-Dec,nox,2.665
COO,Jan-Apr,nox,2.804
COO,Jan-Apr,nox,2.719
COO,Jan-Apr,nox,2.337
COO,Jan-Apr,nox,1.928
COO,May-Sep,nox,2.864
COO,May-Sep,nox,2.991
COO,May-Sep,nox,3.054
COO,May-Sep,nox,3.194
COO,May-Sep,nox,3.035
COO,Oct-Dec,nox,2.224
COO,Oct-Dec,nox,2.163
COO,Oct-Dec,nox,2.716
COO,Jan-Apr,nox,3.01
COO,Jan-Apr,nox,2.426
COO,Jan-Apr,nox,2.288
COO,Jan-Apr,nox,1.779
COO,May-Sep,nox,3.166
COO,May-Sep,nox,3.043
COO,May-Sep,nox,2.867
COO,May-Sep,nox,3.189
COO,May-Sep,nox,2.762
COO,Oct-Dec,nox,2.677
COO,Oct-Dec,nox,2.233
COO,Oct-Dec,nox,2.597
COO,Jan-Apr,nox,2.757
COO,Jan-Apr,nox,2.469
COO,Jan-Apr,nox,2.199
COO,Jan-Apr,nox,2.045
COO,May-Sep,nox,3.408
COO,May-Sep,nox,2.959
COO,May-Sep,nox,3.253
COO,May-Sep,nox,3.244
COO,May-Sep,nox,2.626
COO,Oct-Dec,nox,2.935
COO,Oct-Dec,nox,2.657
COO,Oct-Dec,nox,2.577
COO,Jan-Apr,nox,3.009
COO,Jan-Apr,nox,2.43
COO,Jan-Apr,nox,2.366
COO,Jan-Apr,nox,2.214
COO,May-Sep,nox,3.345
COO,May-Sep,nox,2.794
COO,May-Sep,nox,3.509
COO,May-Sep,nox,3.342
COO,May-Sep,nox,2.714
COO,Oct-Dec,nox,2.851
COO,Oct-Dec,nox,2.448
COO,Oct-Dec,nox,2.701
COO,Jan-Apr,nox,2.976
COO,Jan-Apr,nox,2.326
COO,Jan-Apr,nox,1.972
COO,Jan-Apr,nox,2.217
COO,May-Sep,nox,2.95
COO,May-Sep,nox,3.102
COO,May-Sep,nox,3.603
COO,May-Sep,nox,3.218
COO,May-Sep,nox,2.646
COO,Oct-Dec,nox,2.872
COO,Oct-Dec,nox,2.443
COO,Oct-Dec,nox,2.55
COO,Jan-Apr,nox,3.272
COO,Jan-Apr,nox,2.267
COO,Jan-Apr,nox,2.171
COO,Jan-Apr,nox,2.612
COO,May-Sep,nox,2.734
COO,May-Sep,nox,3.176
COO,May-Sep,nox,3.794
COO,May-Sep,nox,3.017
COO,May-Sep,nox,2.862
COO,Oct-Dec,nox,2.757
COO,Oct-Dec,nox,2.495
COO,Oct-Dec,nox,2.434
COO,Jan-Apr,nox,3.203
COO,Jan-Apr,nox,2.318
COO,Jan-Apr,nox,2.085
COO,Jan-Apr,nox,2.142
COO,May-Sep,nox,2.682
COO,May-Sep,nox,3.232
COO,May-Sep,nox,3.664
COO,May-Sep,nox,3.345
COO,May-Sep,nox,2.756
COO,Oct-Dec,nox,2.342
COO,Oct-Dec,nox,2.235
COO,Oct-Dec,nox,2.449
COO,Jan-Apr,nox,3.401
COO,Jan-Apr,nox,2.613
COO,Jan-Apr,nox,2.097
COO,Jan-Apr,nox,2.028
COO,May-Sep,nox,2.927
COO,May-Sep,nox,3.271
COO,May-Sep,nox,3.121
COO,May-Sep,nox,3.414
COO,May-Sep,nox,2.693
COO,Oct-Dec,nox,2.206
COO,Oct-Dec,nox,2.445
COO,Oct-Dec,nox,2.866
COO,Jan-Apr,nox,2.895
COO,Jan-Apr,nox,2.113
COO,Jan-Apr,nox,2.393
COO,Jan-Apr,nox,1.959
COO,May-Sep,nox,2.922
COO,May-Sep,nox,3.186
COO,May-Sep,nox,2.897
COO,May-Sep,nox,3.436
COO,May-Sep,nox,2.632
COO,Oct-Dec,nox,2.352
COO,Oct-Dec,nox,2.472
COO,Oct-Dec,nox,3.107
COO,Jan-Apr,nox,3.147
COO,Jan-Apr,nox,2.237
COO,Jan-Apr,nox,2.231
COO,May-Sep,nox,2.794
COO,May-Sep,nox,2.781
COO,May-Sep,nox,3.306
COO,May-Sep,nox,3.487
COO,May-Sep,nox,2.686
COO,Oct-Dec,nox,2.299
COO,Oct-Dec,nox,2.449
COO,Oct-Dec,nox,3.016
COO,Jan-Apr,nox,2.801
COO,Jan-Apr,nox,1.86
COO,Jan-Apr,nox,2.284
COO,May-Sep,nox,2.616
COO,May-Sep,nox,2.616
COO,May-Sep,nox,3.338
COO,May-Sep,nox,3.514
COO,May-Sep,nox,3.254
COO,Oct-Dec,nox,2.25
COO,Oct-Dec,nox,2.265
COO,Oct-Dec,nox,3.054
COO,Jan-Apr,nox,2.956
COO,Jan-Apr,nox,1.939
COO,May-Sep,nox,2.767
COO,May-Sep,nox,3.342
COO,May-Sep,nox,3.346
COO,Oct-Dec,nox,2.429
COO,Oct-Dec,nox,3.217
NCO,Jan-Apr,nox,3.066
NCO,Jan-Apr,nox,2.776
NCO,Jan-Apr,nox,2.355
NCO,Jan-Apr,nox,2.02
NCO,May-Sep,nox,2.592
NCO,May-Sep,nox,2.381
NCO,May-Sep,nox,2.882
NCO,May-Sep,nox,3.144
NCO,May-Sep,nox,3.11
NCO,Oct-Dec,nox,2.863
NCO,Oct-Dec,nox,2.434
NCO,Oct-Dec,nox,2.432
NCO,Jan-Apr,nox,2.933
NCO,Jan-Apr,nox,2.564
NCO,Jan-Apr,nox,2.28
NCO,Jan-Apr,nox,2.124
NCO,May-Sep,nox,2.925
NCO,May-Sep,nox,2.284
NCO,May-Sep,nox,2.999
NCO,May-Sep,nox,3.184
NCO,May-Sep,nox,3.384
NCO,Oct-Dec,nox,3.072
NCO,Oct-Dec,nox,2.323
NCO,Oct-Dec,nox,2.538
NCO,Jan-Apr,nox,2.828
NCO,Jan-Apr,nox,2.396
NCO,Jan-Apr,nox,2.114
NCO,Jan-Apr,nox,2.123
NCO,May-Sep,nox,2.885
NCO,May-Sep,nox,2.538
NCO,May-Sep,nox,3.021
NCO,May-Sep,nox,3.078
NCO,May-Sep,nox,3.324
NCO,Oct-Dec,nox,3.098
NCO,Oct-Dec,nox,2.224
NCO,Oct-Dec,nox,2.541
NCO,Jan-Apr,nox,2.927
NCO,Jan-Apr,nox,2.471
NCO,Jan-Apr,nox,2.235
NCO,Jan-Apr,nox,2.183
NCO,May-Sep,nox,2.725
NCO,May-Sep,nox,2.605
NCO,May-Sep,nox,3.097
NCO,May-Sep,nox,3.002
NCO,May-Sep,nox,3.429
NCO,Oct-Dec,nox,2.932
NCO,Oct-Dec,nox,2.366
NCO,Oct-Dec,nox,2.544
NCO,Jan-Apr,nox,3.088
NCO,Jan-Apr,nox,2.567
NCO,Jan-Apr,nox,2.519
NCO,Jan-Apr,nox,2.044
NCO,May-Sep,nox,2.421
NCO,May-Sep,nox,2.912
NCO,May-Sep,nox,3.249
NCO,May-Sep,nox,3.299
NCO,May-Sep,nox,3.358
NCO,Oct-Dec,nox,2.648
NCO,Oct-Dec,nox,2.4
NCO,Oct-Dec,nox,2.637
NCO,Jan-Apr,nox,2.632
NCO,Jan-Apr,nox,2.816
NCO,Jan-Apr,nox,2.293
NCO,Jan-Apr,nox,2.205
NCO,May-Sep,nox,2.551
NCO,May-Sep,nox,3.123
NCO,May-Sep,nox,3.068
NCO,May-Sep,nox,3.241
NCO,May-Sep,nox,3.142
NCO,Oct-Dec,nox,2.546
NCO,Oct-Dec,nox,2.474
NCO,Oct-Dec,nox,2.934
NCO,Jan-Apr,nox,2.765
NCO,Jan-Apr,nox,2.802
NCO,Jan-Apr,nox,2.266
NCO,Jan-Apr,nox,1.997
NCO,May-Sep,nox,2.474
NCO,May-Sep,nox,3.07
NCO,May-Sep,nox,2.966
NCO,May-Sep,nox,3.197
NCO,May-Sep,nox,2.767
NCO,Oct-Dec,nox,2.697
NCO,Oct-Dec,nox,2.431
NCO,Oct-Dec,nox,2.799
NCO,Jan-Apr,nox,2.82
NCO,Jan-Apr,nox,2.482
NCO,Jan-Apr,nox,2.228
NCO,Jan-Apr,nox,2.373
NCO,May-Sep,nox,2.228
NCO,May-Sep,nox,2.921
NCO,May-Sep,nox,3.24
NCO,May-Sep,nox,3.262
NCO,May-Sep,nox,2.666
NCO,Oct-Dec,nox,2.628
NCO,Oct-Dec,nox,2.47
NCO,Oct-Dec,nox,2.772
NCO,Jan-Apr,nox,2.853
NCO,Jan-Apr,nox,2.303
NCO,Jan-Apr,nox,2.185
NCO,Jan-Apr,nox,2.222
NCO,May-Sep,nox,2.238
NCO,May-Sep,nox,2.742
NCO,May-Sep,nox,3.25
NCO,May-Sep,nox,3.346
NCO,May-Sep,nox,2.668
NCO,Oct-Dec,nox,2.629
NCO,Oct-Dec,nox,2.34
NCO,Oct-Dec,nox,2.9
NCO,Jan-Apr,nox,3.051
NCO,Jan-Apr,nox,2.394
NCO,Jan-Apr,nox,2.123
NCO,Jan-Apr,nox,2.286
NCO,May-Sep,nox,2.349
NCO,May-Sep,nox,3.04
NCO,May-Sep,nox,3.241
NCO,May-Sep,nox,3.135
NCO,May-Sep,nox,2.57
NCO,Oct-Dec,nox,2.645
NCO,Oct-Dec,nox,2.309
NCO,Oct-Dec,nox,2.899
NCO,Jan-Apr,nox,2.669
NCO,Jan-Apr,nox,2.445
NCO,Jan-Apr,nox,2.362
NCO,Jan-Apr,nox,2.189
NCO,May-Sep,nox,2.262
NCO,May-Sep,nox,2.92
NCO,May-Sep,nox,3.215
NCO,May-Sep,nox,2.99
NCO,May-Sep,nox,2.681
NCO,Oct-Dec,nox,2.703
NCO,Oct-Dec,nox,2.434
NCO,Oct-Dec,nox,3.378
NCO,Jan-Apr,nox,2.605
NCO,Jan-Apr,nox,2.452
NCO,Jan-Apr,nox,2.323
NCO,Jan-Apr,nox,2.192
NCO,May-Sep,nox,2.09
NCO,May-Sep,nox,2.716
NCO,May-Sep,nox,3.101
NCO,May-Sep,nox,3.278
NCO,May-Sep,nox,3.095
NCO,Oct-Dec,nox,2.391
NCO,Oct-Dec,nox,2.447
NCO,Oct-Dec,nox,2.781
NCO,Jan-Apr,nox,2.577
NCO,Jan-Apr,nox,2.568
NCO,Jan-Apr,nox,2.289
NCO,Jan-Apr,nox,2.045
NCO,May-Sep,nox,2.226
NCO,May-Sep,nox,2.678
NCO,May-Sep,nox,2.852
NCO,May-Sep,nox,3.223
NCO,May-Sep,nox,3.088
NCO,Oct-Dec,nox,2.36
NCO,Oct-Dec,nox,2.46
NCO,Oct-Dec,nox,2.826
NCO,Jan-Apr,nox,2.909
NCO,Jan-Apr,nox,2.536
NCO,Jan-Apr,nox,2.319
NCO,Jan-Apr,nox,2.127
NCO,May-Sep,nox,2.257
NCO,May-Sep,nox,2.83
NCO,May-Sep,nox,2.921
NCO,May-Sep,nox,3.13
NCO,May-Sep,nox,2.746
NCO,Oct-Dec,nox,2.603
NCO,Oct-Dec,nox,2.566
NCO,Oct-Dec,nox,2.687
NCO,Jan-Apr,nox,2.791
NCO,Jan-Apr,nox,2.598
NCO,Jan-Apr,nox,2.308
NCO,Jan-Apr,nox,2.752
NCO,May-Sep,nox,2.286
NCO,May-Sep,nox,2.684
NCO,May-Sep,nox,3.288
NCO,May-Sep,nox,3.165
NCO,May-Sep,nox,2.567
NCO,Oct-Dec,nox,2.976
NCO,Oct-Dec,nox,2.613
NCO,Oct-Dec,nox,2.614
NCO,Jan-Apr,nox,2.781
NCO,Jan-Apr,nox,2.477
NCO,Jan-Apr,nox,2.312
NCO,Jan-Apr,nox,2.204
NCO,May-Sep,nox,2.441
NCO,May-Sep,nox,2.89
NCO,May-Sep,nox,3.383
NCO,May-Sep,nox,3.21
NCO,May-Sep,nox,2.82
NCO,Oct-Dec,nox,2.726
NCO,Oct-Dec,nox,2.677
NCO,Oct-Dec,nox,2.677
NCO,Jan-Apr,nox,2.94
NCO,Jan-Apr,nox,2.623
NCO,Jan-Apr,nox,2.113
NCO,Jan-Apr,nox,2.195
NCO,May-Sep,nox,2.772
NCO,May-Sep,nox,3.049
NCO,May-Sep,nox,3.488
NCO,May-Sep,nox,2.927
NCO,May-Sep,nox,2.916
NCO,Oct-Dec,nox,2.702
NCO,Oct-Dec,nox,2.319
NCO,Oct-Dec,nox,2.739
NCO,Jan-Apr,nox,2.98
NCO,Jan-Apr,nox,3.246
NCO,Jan-Apr,nox,2.231
NCO,Jan-Apr,nox,2.123
NCO,May-Sep,nox,2.912
NCO,May-Sep,nox,2.852
NCO,May-Sep,nox,3.363
NCO,May-Sep,nox,2.799
NCO,May-Sep,nox,2.708
NCO,Oct-Dec,nox,2.734
NCO,Oct-Dec,nox,2.393
NCO,Oct-Dec,nox,2.742
NCO,Jan-Apr,nox,2.868
NCO,Jan-Apr,nox,2.691
NCO,Jan-Apr,nox,2.259
NCO,Jan-Apr,nox,1.969
NCO,May-Sep,nox,2.987
NCO,May-Sep,nox,2.901
NCO,May-Sep,nox,3.297
NCO,May-Sep,nox,3.071
NCO,May-Sep,nox,2.631
NCO,Oct-Dec,nox,2.48
NCO,Oct-Dec,nox,2.327
NCO,Oct-Dec,nox,2.731
NCO,Jan-Apr,nox,2.999
NCO,Jan-Apr,nox,2.61
NCO,Jan-Apr,nox,2.352
NCO,Jan-Apr,nox,2.023
NCO,May-Sep,nox,2.828
NCO,May-Sep,nox,2.918
NCO,May-Sep,nox,2.958
NCO,May-Sep,nox,3.053
NCO,May-Sep,nox,2.896
NCO,Oct-Dec,nox,2.317
NCO,Oct-Dec,nox,2.326
NCO,Oct-Dec,nox,2.82
NCO,Jan-Apr,nox,2.925
NCO,Jan-Apr,nox,2.556
NCO,Jan-Apr,nox,2.307
NCO,Jan-Apr,nox,1.99
NCO,May-Sep,nox,3.058
NCO,May-Sep,nox,2.913
NCO,May-Sep,nox,2.793
NCO,May-Sep,nox,3.03
NCO,May-Sep,nox,2.667
NCO,Oct-Dec,nox,2.55
NCO,Oct-Dec,nox,2.482
NCO,Oct-Dec,nox,2.649
NCO,Jan-Apr,nox,2.795
NCO,Jan-Apr,nox,2.475
NCO,Jan-Apr,nox,2.287
NCO,Jan-Apr,nox,2.157
NCO,May-Sep,nox,3.277
NCO,May-Sep,nox,2.817
NCO,May-Sep,nox,3.135
NCO,May-Sep,nox,3.069
NCO,May-Sep,nox,2.65
NCO,Oct-Dec,nox,2.851
NCO,Oct-Dec,nox,2.587
NCO,Oct-Dec,nox,2.668
NCO,Jan-Apr,nox,2.966
NCO,Jan-Apr,nox,2.405
NCO,Jan-Apr,nox,2.27
NCO,Jan-Apr,nox,2.17
NCO,May-Sep,nox,3.213
NCO,May-Sep,nox,2.704
NCO,May-Sep,nox,3.391
NCO,May-Sep,nox,3.173
NCO,May-Sep,nox,2.645
NCO,Oct-Dec,nox,2.895
NCO,Oct-Dec,nox,2.471
NCO,Oct-Dec,nox,2.768
NCO,Jan-Apr,nox,3.116
NCO,Jan-Apr,nox,2.406
NCO,Jan-Apr,nox,2.152
NCO,Jan-Apr,nox,2.26
NCO,May-Sep,nox,2.957
NCO,May-Sep,nox,2.937
NCO,May-Sep,nox,3.486
NCO,May-Sep,nox,3.103
NCO,May-Sep,nox,2.609
NCO,Oct-Dec,nox,2.798
NCO,Oct-Dec,nox,2.525
NCO,Oct-Dec,nox,2.805
NCO,Jan-Apr,nox,3.134
NCO,Jan-Apr,nox,2.479
NCO,Jan-Apr,nox,2.34
NCO,Jan-Apr,nox,2.474
NCO,May-Sep,nox,2.706
NCO,May-Sep,nox,3.011
NCO,May-Sep,nox,3.606
NCO,May-Sep,nox,2.941
NCO,May-Sep,nox,2.772
NCO,Oct-Dec,nox,2.635
NCO,Oct-Dec,nox,2.58
NCO,Oct-Dec,nox,2.799
NCO,Jan-Apr,nox,3.267
NCO,Jan-Apr,nox,2.533
NCO,Jan-Apr,nox,2.174
NCO,Jan-Apr,nox,2.251
NCO,May-Sep,nox,2.647
NCO,May-Sep,nox,3.11
NCO,May-Sep,nox,3.541
NCO,May-Sep,nox,3.126
NCO,May-Sep,nox,2.698
NCO,Oct-Dec,nox,2.422
NCO,Oct-Dec,nox,2.512
NCO,Oct-Dec,nox,2.914
NCO,Jan-Apr,nox,3.351
NCO,Jan-Apr,nox,2.745
NCO,Jan-Apr,nox,2.225
NCO,Jan-Apr,nox,2.072
NCO,May-Sep,nox,2.804
NCO,May-Sep,nox,3.224
NCO,May-Sep,nox,3.034
NCO,May-Sep,nox,3.182
NCO,May-Sep,nox,2.661
NCO,Oct-Dec,nox,2.273
NCO,Oct-Dec,nox,2.572
NCO,Oct-Dec,nox,3.302
NCO,Jan-Apr,nox,3.209
NCO,Jan-Apr,nox,2.573
NCO,Jan-Apr,nox,2.331
NCO,Jan-Apr,nox,2.021
NCO,May-Sep,nox,2.802
NCO,May-Sep,nox,3.193
NCO,May-Sep,nox,2.831
NCO,May-Sep,nox,3.249
NCO,May-Sep,nox,2.646
NCO,Oct-Dec,nox,2.379
NCO,Oct-Dec,nox,2.465
NCO,Oct-Dec,nox,3.024
NCO,Jan-Apr,nox,3.074
NCO,Jan-Apr,nox,2.352
NCO,Jan-Apr,nox,2.223
NCO,May-Sep,nox,2.69
NCO,May-Sep,nox,2.662
NCO,May-Sep,nox,3.12
NCO,May-Sep,nox,3.327
NCO,May-Sep,nox,2.686
NCO,Oct-Dec,nox,2.363
NCO,Oct-Dec,nox,2.467
NCO,Oct-Dec,nox,2.966
NCO,Jan-Apr,nox,2.919
NCO,Jan-Apr,nox,2.146
NCO,Jan-Apr,nox,2.32
NCO,May-Sep,nox,2.584
NCO,May-Sep,nox,2.589
NCO,May-Sep,nox,3.161
NCO,May-Sep,nox,3.359
NCO,May-Sep,nox,3.072
NCO,Oct-Dec,nox,2.271
NCO,Oct-Dec,nox,2.344
NCO,Oct-Dec,nox,3.07
NCO,Jan-Apr,nox,2.904
NCO,Jan-Apr,nox,2.151
NCO,May-Sep,nox,2.579
NCO,May-Sep,nox,3.175
NCO,May-Sep,nox,3.162
NCO,Oct-Dec,nox,2.381
NCO,Oct-Dec,nox,3.038
BAU,Jan-Apr,co2,5.983
BAU,Jan-Apr,co2,5.589
BAU,Jan-Apr,co2,4.675
BAU,Jan-Apr,co2,3.932
BAU,May-Sep,co2,5.152
BAU,May-Sep,co2,4.731
BAU,May-Sep,co2,5.641
BAU,May-Sep,co2,6.153
BAU,May-Sep,co2,6.161
BAU,Oct-Dec,co2,5.691
BAU,Oct-Dec,co2,4.846
BAU,Oct-Dec,co2,4.888
BAU,Jan-Apr,co2,5.766
BAU,Jan-Apr,co2,5.182
BAU,Jan-Apr,co2,4.561
BAU,Jan-Apr,co2,4.213
BAU,May-Sep,co2,5.699
BAU,May-Sep,co2,4.533
BAU,May-Sep,co2,5.799
BAU,May-Sep,co2,6.171
BAU,May-Sep,co2,6.594
BAU,Oct-Dec,co2,6.05
BAU,Oct-Dec,co2,4.686
BAU,Oct-Dec,co2,5.016
BAU,Jan-Apr,co2,5.619
BAU,Jan-Apr,co2,4.76
BAU,Jan-Apr,co2,4.153
BAU,Jan-Apr,co2,4.241
BAU,May-Sep,co2,5.576
BAU,May-Sep,co2,5.0
BAU,May-Sep,co2,5.938
BAU,May-Sep,co2,6.017
BAU,May-Sep,co2,6.525
BAU,Oct-Dec,co2,6.119
BAU,Oct-Dec,co2,4.46
BAU,Oct-Dec,co2,5.123
BAU,Jan-Apr,co2,5.824
BAU,Jan-Apr,co2,4.789
BAU,Jan-Apr,co2,4.481
BAU,Jan-Apr,co2,4.357
BAU,May-Sep,co2,5.459
BAU,May-Sep,co2,5.149
BAU,May-Sep,co2,6.046
BAU,May-Sep,co2,5.95
BAU,May-Sep,co2,6.781
BAU,Oct-Dec,co2,5.878
BAU,Oct-Dec,co2,4.726
BAU,Oct-Dec,co2,5.124
BAU,Jan-Apr,co2,6.153
BAU,Jan-Apr,co2,4.906
BAU,Jan-Apr,co2,5.086
BAU,Jan-Apr,co2,4.067
BAU,May-Sep,co2,4.809
BAU,May-Sep,co2,5.662
BAU,May-Sep,co2,6.319
BAU,May-Sep,co2,6.436
BAU,May-Sep,co2,6.535
BAU,Oct-Dec,co2,5.292
BAU,Oct-Dec,co2,4.739
BAU,Oct-Dec,co2,5.28
BAU,Jan-Apr,co2,5.02
BAU,Jan-Apr,co2,5.454
BAU,Jan-Apr,co2,4.564
BAU,Jan-Apr,co2,4.395
BAU,May-Sep,co2,5.167
BAU,May-Sep,co2,6.044
BAU,May-Sep,co2,6.026
BAU,May-Sep,co2,6.323
BAU,May-Sep,co2,6.139
BAU,Oct-Dec,co2,5.068
BAU,Oct-Dec,co2,4.967
BAU,Oct-Dec,co2,5.747
BAU,Jan-Apr,co2,5.478
BAU,Jan-Apr,co2,5.582
BAU,Jan-Apr,co2,4.475
BAU,Jan-Apr,co2,3.953
BAU,May-Sep,co2,4.76
BAU,May-Sep,co2,5.982
BAU,May-Sep,co2,5.81
BAU,May-Sep,co2,6.283
BAU,May-Sep,co2,5.453
BAU,Oct-Dec,co2,5.376
BAU,Oct-Dec,co2,4.901
BAU,Oct-Dec,co2,5.582
BAU,Jan-Apr,co2,5.454
BAU,Jan-Apr,co2,4.937
BAU,Jan-Apr,co2,4.41
BAU,Jan-Apr,co2,4.641
BAU,May-Sep,co2,4.457
BAU,May-Sep,co2,5.755
BAU,May-Sep,co2,6.342
BAU,May-Sep,co2,6.394
BAU,May-Sep,co2,5.285
BAU,Oct-Dec,co2,5.251
BAU,Oct-Dec,co2,4.923
BAU,Oct-Dec,co2,5.566
BAU,Jan-Apr,co2,5.72
BAU,Jan-Apr,co2,4.645
BAU,Jan-Apr,co2,4.355
BAU,Jan-Apr,co2,4.393
BAU,May-Sep,co2,4.396
BAU,May-Sep,co2,5.432
BAU,May-Sep,co2,6.334
BAU,May-Sep,co2,6.513
BAU,May-Sep,co2,5.287
BAU,Oct-Dec,co2,5.18
BAU,Oct-Dec,co2,4.638
BAU,Oct-Dec,co2,5.753
BAU,Jan-Apr,co2,6.022
BAU,Jan-Apr,co2,4.764
BAU,Jan-Apr,co2,4.262
BAU,Jan-Apr,co2,4.529
BAU,May-Sep,co2,4.75
BAU,May-Sep,co2,5.947
BAU,May-Sep,co2,6.339
BAU,May-Sep,co2,6.177
BAU,May-Sep,co2,5.123
BAU,Oct-Dec,co2,5.32
BAU,Oct-Dec,co2,4.532
BAU,Oct-Dec,co2,5.805
BAU,Jan-Apr,co2,5.31
BAU,Jan-Apr,co2,4.876
BAU,Jan-Apr,co2,4.775
BAU,Jan-Apr,co2,4.383
BAU,May-Sep,co2,4.516
BAU,May-Sep,co2,5.76
BAU,May-Sep,co2,6.299
BAU,May-Sep,co2,5.893
BAU,May-Sep,co2,5.296
BAU,Oct-Dec,co2,5.387
BAU,Oct-Dec,co2,4.797
BAU,Oct-Dec,co2,6.746
BAU,Jan-Apr,co2,5.134
BAU,Jan-Apr,co2,4.944
BAU,Jan-Apr,co2,4.624
BAU,Jan-Apr,co2,4.395
BAU,May-Sep,co2,4.138
BAU,May-Sep,co2,5.338
BAU,May-Sep,co2,6.062
BAU,May-Sep,co2,6.38
BAU,May-Sep,co2,6.102
BAU,Oct-Dec,co2,4.753
BAU,Oct-Dec,co2,4.849
BAU,Oct-Dec,co2,5.434
BAU,Jan-Apr,co2,4.884
BAU,Jan-Apr,co2,5.066
BAU,Jan-Apr,co2,4.407
BAU,Jan-Apr,co2,3.99
BAU,May-Sep,co2,4.402
BAU,May-Sep,co2,5.318
BAU,May-Sep,co2,5.534
BAU,May-Sep,co2,6.287
BAU,May-Sep,co2,6.075
BAU,Oct-Dec,co2,4.696
BAU,Oct-Dec,co2,4.904
BAU,Oct-Dec,co2,5.62
BAU,Jan-Apr,co2,5.729
BAU,Jan-Apr,co2,4.92
BAU,Jan-Apr,co2,4.501
