scenario,season,variable,value
NCO,Jan-Apr,co2,3.889
NCO,May-Sep,co2,5.899
NCO,May-Sep,co2,5.728
NCO,May-Sep,co2,6.51
NCO,May-Sep,co2,6.065
NCO,May-Sep,co2,5.194
NCO,Oct-Dec,co2,4.897
NCO,Oct-Dec,co2,4.594
NCO,Oct-Dec,co2,5.394
NCO,Jan-Apr,co2,5.922
NCO,Jan-Apr,co2,5.153
NCO,Jan-Apr,co2,4.644
NCO,Jan-Apr,co2,3.995
NCO,May-Sep,co2,5.584
NCO,May-Sep,co2,5.763
NCO,May-Sep,co2,5.841
NCO,May-Sep,co2,6.028
NCO,May-Sep,co2,5.72
NCO,Oct-Dec,co2,4.575
NCO,Oct-Dec,co2,4.593
NCO,Oct-Dec,co2,5.569
NCO,Jan-Apr,co2,5.776
NCO,Jan-Apr,co2,5.047
NCO,Jan-Apr,co2,4.555
NCO,Jan-Apr,co2,3.929
NCO,May-Sep,co2,6.038
NCO,May-Sep,co2,5.753
NCO,May-Sep,co2,5.516
NCO,May-Sep,co2,5.982
NCO,May-Sep,co2,5.267
NCO,Oct-Dec,co2,5.036
NCO,Oct-Dec,co2,4.9
NCO,Oct-Dec,co2,5.231
NCO,Jan-Apr,co2,5.52
NCO,Jan-Apr,co2,4.888
NCO,Jan-Apr,co2,4.516
NCO,Jan-Apr,co2,4.259
NCO,May-Sep,co2,6.471
NCO,May-Sep,co2,5.562
NCO,May-Sep,co2,6.191
NCO,May-Sep,co2,6.061
NCO,May-Sep,co2,5.232
NCO,Oct-Dec,co2,5.63
NCO,Oct-Dec,co2,5.109
NCO,Oct-Dec,co2,5.269
NCO,Jan-Apr,co2,5.856
NCO,Jan-Apr,co2,4.75
NCO,Jan-Apr,co2,4.482
NCO,Jan-Apr,co2,4.286
NCO,May-Sep,co2,6.345
NCO,May-Sep,co2,5.34
NCO,May-Sep,co2,6.696
NCO,May-Sep,co2,6.265
NCO,May-Sep,co2,5.223
NCO,Oct-Dec,co2,5.717
NCO,Oct-Dec,co2,4.88
NCO,Oct-Dec,co2,5.466
NCO,Jan-Apr,co2,6.154
NCO,Jan-Apr,co2,4.751
NCO,Jan-Apr,co2,4.249
NCO,Jan-Apr,co2,4.463
NCO,May-Sep,co2,5.839
NCO,May-Sep,co2,5.799
NCO,May-Sep,co2,6.883
NCO,May-Sep,co2,6.127
NCO,May-Sep,co2,5.153
NCO,Oct-Dec,co2,5.525
NCO,Oct-Dec,co2,4.987
NCO,Oct-Dec,co2,5.54
NCO,Jan-Apr,co2,6.189
NCO,Jan-Apr,co2,4.894
NCO,Jan-Apr,co2,4.62
NCO,Jan-Apr,co2,4.885
NCO,May-Sep,co2,5.344
NCO,May-Sep,co2,5.947
NCO,May-Sep,co2,7.121
NCO,May-Sep,co2,5.807
NCO,May-Sep,co2,5.474
NCO,Oct-Dec,co2,5.203
NCO,Oct-Dec,co2,5.094
NCO,Oct-Dec,co2,5.527
NCO,Jan-Apr,co2,6.452
NCO,Jan-Apr,co2,5.002
NCO,Jan-Apr,co2,4.293
NCO,Jan-Apr,co2,4.444
NCO,May-Sep,co2,5.226
NCO,May-Sep,co2,6.141
NCO,May-Sep,co2,6.992
NCO,May-Sep,co2,6.174
NCO,May-Sep,co2,5.328
NCO,Oct-Dec,co2,4.783
NCO,Oct-Dec,co2,4.96
NCO,Oct-Dec,co2,5.755
NCO,Jan-Apr,co2,6.618
NCO,Jan-Apr,co2,5.421
NCO,Jan-Apr,co2,4.394
NCO,Jan-Apr,co2,4.092
NCO,May-Sep,co2,5.536
NCO,May-Sep,co2,6.366
NCO,May-Sep,co2,5.991
NCO,May-Sep,co2,6.284
NCO,May-Sep,co2,5.254
NCO,Oct-Dec,co2,4.488
NCO,Oct-Dec,co2,5.078
NCO,Oct-Dec,co2,6.52
NCO,Jan-Apr,co2,6.338
NCO,Jan-Apr,co2,5.082
NCO,Jan-Apr,co2,4.604
NCO,Jan-Apr,co2,3.991
NCO,May-Sep,co2,5.534
NCO,May-Sep,co2,6.306
NCO,May-Sep,co2,5.591
NCO,May-Sep,co2,6.416
NCO,May-Sep,co2,5.226
NCO,Oct-Dec,co2,4.698
NCO,Oct-Dec,co2,4.867
NCO,Oct-Dec,co2,5.971
NCO,Jan-Apr,co2,6.07
NCO,Jan-Apr,co2,4.645
NCO,Jan-Apr,co2,4.39
NCO,May-Sep,co2,5.311
NCO,May-Sep,co2,5.256
NCO,May-Sep,co2,6.161
NCO,May-Sep,co2,6.57
NCO,May-Sep,co2,5.305
NCO,Oct-Dec,co2,4.667
NCO,Oct-Dec,co2,4.871
NCO,Oct-Dec,co2,5.857
NCO,Jan-Apr,co2,5.764
NCO,Jan-Apr,co2,4.238
NCO,Jan-Apr,co2,4.581
NCO,May-Sep,co2,5.102
NCO,May-Sep,co2,5.113
NCO,May-Sep,co2,6.243
NCO,May-Sep,co2,6.634
NCO,May-Sep,co2,6.067
NCO,Oct-Dec,co2,4.485
NCO,Oct-Dec,co2,4.628
NCO,Oct-Dec,co2,6.062
NCO,Jan-Apr,co2,5.734
NCO,Jan-Apr,co2,4.248
NCO,May-Sep,co2,5.093
NCO,May-Sep,co2,6.269
NCO,May-Sep,co2,6.244
NCO,Oct-Dec,co2,4.702
NCO,Oct-Dec,co2,5.999
BAU,Jan-Apr,water_use,477.52444512579626
BAU,Jan-Apr,water_use,446.2522895010845
BAU,Jan-Apr,water_use,374.4852674578593
BAU,Jan-Apr,water_use,313.6222684671421
BAU,May-Sep,water_use,409.7637758977991
BAU,May-Sep,water_use,374.13517790192253
BAU,May-Sep,water_use,449.75658134435724
BAU,May-Sep,water_use,492.94753428275794
BAU,May-Sep,water_use,492.56474959224
BAU,Oct-Dec,water_use,453.5803909447901
BAU,Oct-Dec,water_use,385.6792566132433
BAU,Oct-Dec,water_use,387.1631702853312
BAU,Jan-Apr,water_use,459.29356338953147
BAU,Jan-Apr,water_use,412.79390462735597
BAU,Jan-Apr,water_use,361.26237197832
BAU,Jan-Apr,water_use,333.7512474612984
BAU,May-Sep,water_use,456.1765324626897
BAU,May-Sep,water_use,358.00208074584066
BAU,May-Sep,water_use,463.2003049981553
BAU,May-Sep,water_use,496.7080105423369
BAU,May-Sep,water_use,529.1481650492897
BAU,Oct-Dec,water_use,484.437766553923
BAU,Oct-Dec,water_use,372.3059784002099
BAU,Oct-Dec,water_use,399.33427941788995
BAU,Jan-Apr,water_use,450.0997830233227
BAU,Jan-Apr,water_use,378.7164892852381
BAU,Jan-Apr,water_use,330.70371934992596
BAU,Jan-Apr,water_use,337.42793580882784
BAU,May-Sep,water_use,445.0693043711481
BAU,May-Sep,water_use,397.5176105802051
BAU,May-Sep,water_use,474.9747248231865
BAU,May-Sep,water_use,482.96280528538597
BAU,May-Sep,water_use,523.7135200473774
BAU,Oct-Dec,water_use,489.9021283210348
BAU,Oct-Dec,water_use,352.43284554548444
BAU,Oct-Dec,water_use,407.843416487622
BAU,Jan-Apr,water_use,466.51021159851535
BAU,Jan-Apr,water_use,383.39796037746834
BAU,Jan-Apr,water_use,357.11661909755117
BAU,Jan-Apr,water_use,345.19730947843885
BAU,May-Sep,water_use,435.6757488819995
BAU,May-Sep,water_use,409.47112143715856
BAU,May-Sep,water_use,483.35729437218686
BAU,May-Sep,water_use,475.48648902914306
BAU,May-Sep,water_use,545.2058321263319
BAU,Oct-Dec,water_use,469.5590547871103
BAU,Oct-Dec,water_use,374.2437280158008
BAU,Oct-Dec,water_use,407.4642832249273
BAU,Jan-Apr,water_use,492.9674100286797
BAU,Jan-Apr,water_use,393.7181573469772
BAU,Jan-Apr,water_use,406.16598614662695
BAU,Jan-Apr,water_use,323.0857490273004
BAU,May-Sep,water_use,381.4223638875015
BAU,May-Sep,water_use,451.72642668989835
BAU,May-Sep,water_use,506.26654686937366
BAU,May-Sep,water_use,516.4030505033159
BAU,May-Sep,water_use,524.9290180402385
BAU,Oct-Dec,water_use,423.33774912156645
BAU,Oct-Dec,water_use,376.7324794356451
BAU,Oct-Dec,water_use,419.4855150243593
BAU,Jan-Apr,water_use,402.0475297925535
BAU,Jan-Apr,water_use,433.1088628226162
BAU,Jan-Apr,water_use,362.6538884248644
BAU,Jan-Apr,water_use,345.3830894178432
BAU,May-Sep,water_use,410.6283934350249
BAU,May-Sep,water_use,482.72517321225257
BAU,May-Sep,water_use,482.2553495528336
BAU,May-Sep,water_use,507.06503733421073
BAU,May-Sep,water_use,492.8390159523996
BAU,Oct-Dec,water_use,402.05093818212885
BAU,Oct-Dec,water_use,395.3568630391042
BAU,Oct-Dec,water_use,460.9282907682618
BAU,Jan-Apr,water_use,438.1836780872636
BAU,Jan-Apr,water_use,443.8500088412931
BAU,Jan-Apr,water_use,357.40318859886236
BAU,Jan-Apr,water_use,313.5130953881951
BAU,May-Sep,water_use,377.4886217954723
BAU,May-Sep,water_use,477.6928395827724
BAU,May-Sep,water_use,463.98491515661937
BAU,May-Sep,water_use,504.0814471910854
BAU,May-Sep,water_use,439.00168247433527
BAU,Oct-Dec,water_use,430.6514790187188
BAU,Oct-Dec,water_use,389.78710089300597
BAU,Oct-Dec,water_use,445.4803858929594
BAU,Jan-Apr,water_use,436.5117524024461
BAU,Jan-Apr,water_use,394.7061043093683
BAU,Jan-Apr,water_use,352.7517928483252
BAU,Jan-Apr,water_use,365.2051169685146
BAU,May-Sep,water_use,355.0630132208055
BAU,May-Sep,water_use,458.52764137393353
BAU,May-Sep,water_use,508.5560237256508
BAU,May-Sep,water_use,513.1977532583483
BAU,May-Sep,water_use,422.9145216172732
BAU,Oct-Dec,water_use,422.1316753599531
BAU,Oct-Dec,water_use,390.89139504887004
BAU,Oct-Dec,water_use,442.92637332192663
BAU,Jan-Apr,water_use,459.1451898582776
BAU,Jan-Apr,water_use,370.433037139357
BAU,Jan-Apr,water_use,345.4797764159876
BAU,Jan-Apr,water_use,349.13509341770373
BAU,May-Sep,water_use,350.05889755058683
BAU,May-Sep,water_use,431.7505322345642
BAU,May-Sep,water_use,507.8931757439479
BAU,May-Sep,water_use,523.4245790789463
BAU,May-Sep,water_use,422.63941056743084
BAU,Oct-Dec,water_use,413.6327997808126
BAU,Oct-Dec,water_use,366.4250429083137
BAU,Oct-Dec,water_use,458.304071283588
BAU,Jan-Apr,water_use,480.8462091899453
BAU,Jan-Apr,water_use,375.22139471904217
BAU,Jan-Apr,water_use,336.819441824946
BAU,Jan-Apr,water_use,358.14911214039654
BAU,May-Sep,water_use,378.66509862347084
BAU,May-Sep,water_use,474.83762623420904
BAU,May-Sep,water_use,508.0606842935994
BAU,May-Sep,water_use,495.24406844404075
BAU,May-Sep,water_use,407.9364821815989
BAU,Oct-Dec,water_use,424.9141468884276
BAU,Oct-Dec,water_use,358.8414949484409
BAU,Oct-Dec,water_use,462.9148439572313
BAU,Jan-Apr,water_use,423.85168136022367
BAU,Jan-Apr,water_use,389.016563451609
BAU,Jan-Apr,water_use,379.86430269357805
BAU,Jan-Apr,water_use,347.2889754576155
BAU,May-Sep,water_use,356.84341807420236
BAU,May-Sep,water_use,459.7570923757532
BAU,May-Sep,water_use,504.9536788108448
BAU,May-Sep,water_use,471.24778558880666
BAU,May-Sep,water_use,421.6286152095201
BAU,Oct-Dec,water_use,429.4352183390507
BAU,Oct-Dec,water_use,381.1561638538456
BAU,Oct-Dec,water_use,541.7103927837516
BAU,Jan-Apr,water_use,407.32573626094836
BAU,Jan-Apr,water_use,394.4412031541426
BAU,Jan-Apr,water_use,368.6121713161335
BAU,Jan-Apr,water_use,348.7614284984738
BAU,May-Sep,water_use,326.4858773678555
BAU,May-Sep,water_use,425.80483847853134
BAU,May-Sep,water_use,485.80178033934243
BAU,May-Sep,water_use,513.2458247011841
BAU,May-Sep,water_use,488.7682010672999
BAU,Oct-Dec,water_use,378.48190662941965
BAU,Oct-Dec,water_use,384.41838566760765
BAU,Oct-Dec,water_use,435.9984848464795
BAU,Jan-Apr,water_use,387.7154619923187
BAU,Jan-Apr,water_use,405.82490130201256
BAU,Jan-Apr,water_use,351.9361930088353
BAU,Jan-Apr,water_use,316.8026068409728
BAU,May-Sep,water_use,348.47548466351014
BAU,May-Sep,water_use,425.0511790850001
BAU,May-Sep,water_use,444.977430982879
BAU,May-Sep,water_use,506.2518626242247
BAU,May-Sep,water_use,486.58012962647996
BAU,Oct-Dec,water_use,373.23699265518803
BAU,Oct-Dec,water_use,389.0655314797263
BAU,Oct-Dec,water_use,449.65899443685123
BAU,Jan-Apr,water_use,461.50273983630245
BAU,Jan-Apr,water_use,394.65031836084216
BAU,Jan-Apr,water_use,361.02880433456147
BAU,Jan-Apr,water_use,326.33687570909626
BAU,May-Sep,water_use,355.71680169444113
BAU,May-Sep,water_use,442.92852458322153
BAU,May-Sep,water_use,461.7507002819703
BAU,May-Sep,water_use,489.81427276440047
BAU,May-Sep,water_use,438.4952419074984
BAU,Oct-Dec,water_use,415.25274262000863
BAU,Oct-Dec,water_use,411.0243243136799
BAU,Oct-Dec,water_use,426.96696763653074
BAU,Jan-Apr,water_use,441.16973133979354
BAU,Jan-Apr,water_use,405.97878539165777
BAU,Jan-Apr,water_use,365.17575434140576
BAU,Jan-Apr,water_use,434.17784169001357
BAU,May-Sep,water_use,359.0385920114864
BAU,May-Sep,water_use,423.117582686901
BAU,May-Sep,water_use,512.9231310680835
BAU,May-Sep,water_use,498.22998848512185
BAU,May-Sep,water_use,407.3215363714597
BAU,Oct-Dec,water_use,466.3233415476478
BAU,Oct-Dec,water_use,411.6541106470473
BAU,Oct-Dec,water_use,416.3881422586164
BAU,Jan-Apr,water_use,425.2992069194636
BAU,Jan-Apr,water_use,391.6692542105718
BAU,Jan-Apr,water_use,352.7910769291511
BAU,Jan-Apr,water_use,348.7468619870588
BAU,May-Sep,water_use,384.18127507429494
BAU,May-Sep,water_use,456.2543331996256
BAU,May-Sep,water_use,534.167840111969
BAU,May-Sep,water_use,502.09882064833886
BAU,May-Sep,water_use,447.44324402720173
BAU,Oct-Dec,water_use,431.9774558739537
BAU,Oct-Dec,water_use,418.84950056738495
BAU,Oct-Dec,water_use,421.67404534390283
BAU,Jan-Apr,water_use,458.2568825765936
BAU,Jan-Apr,water_use,422.5586890256045
BAU,Jan-Apr,water_use,334.7904729428252
BAU,Jan-Apr,water_use,343.04829846222833
BAU,May-Sep,water_use,431.8494348505968
BAU,May-Sep,water_use,472.9508836289204
BAU,May-Sep,water_use,541.2873259929224
BAU,May-Sep,water_use,461.4597455103269
BAU,May-Sep,water_use,458.66260616048635
BAU,Oct-Dec,water_use,424.30872498878887
BAU,Oct-Dec,water_use,356.43449980486855
BAU,Oct-Dec,water_use,439.9517871650988
BAU,Jan-Apr,water_use,479.93550996758216
BAU,Jan-Apr,water_use,510.90144481362745
BAU,Jan-Apr,water_use,355.1241111334261
BAU,Jan-Apr,water_use,334.1401072361523
BAU,May-Sep,water_use,461.561581871905
BAU,May-Sep,water_use,446.9390745102617
BAU,May-Sep,water_use,523.5253717827428
BAU,May-Sep,water_use,443.6507246318521
BAU,May-Sep,water_use,428.7760390764102
BAU,Oct-Dec,water_use,430.87091262293944
BAU,Oct-Dec,water_use,374.1880752370332
BAU,Oct-Dec,water_use,443.7349458432349
BAU,Jan-Apr,water_use,455.20301755372833
BAU,Jan-Apr,water_use,430.99691420941184
BAU,Jan-Apr,water_use,359.78639318970306
BAU,Jan-Apr,water_use,310.83611694887185
BAU,May-Sep,water_use,468.96635546281107
BAU,May-Sep,water_use,450.7989668725572
BAU,May-Sep,water_use,517.9429613034217
BAU,May-Sep,water_use,482.38337426860284
BAU,May-Sep,water_use,417.36411947260126
BAU,Oct-Dec,water_use,391.5926641319362
BAU,Oct-Dec,water_use,364.41017210427106
BAU,Oct-Dec,water_use,433.8075904925674
BAU,Jan-Apr,water_use,476.1990241944892
BAU,Jan-Apr,water_use,421.7276876740556
BAU,Jan-Apr,water_use,372.57955548340465
BAU,Jan-Apr,water_use,316.711659514888
BAU,May-Sep,water_use,445.76708700191654
BAU,May-Sep,water_use,457.77400088615616
BAU,May-Sep,water_use,465.3083435264452
BAU,May-Sep,water_use,480.9936940394239
BAU,May-Sep,water_use,455.0688333091955
BAU,Oct-Dec,water_use,369.8199225658969
BAU,Oct-Dec,water_use,364.44084689727333
BAU,Oct-Dec,water_use,446.80159478217007
BAU,Jan-Apr,water_use,467.45865695177395
BAU,Jan-Apr,water_use,405.7616537016414
BAU,Jan-Apr,water_use,366.00480537887785
BAU,Jan-Apr,water_use,309.4811414164493
BAU,May-Sep,water_use,475.7118668279775
BAU,May-Sep,water_use,455.00273728574854
BAU,May-Sep,water_use,438.55206797487426
BAU,May-Sep,water_use,475.4985247326871
BAU,May-Sep,water_use,422.7883079075822
BAU,Oct-Dec,water_use,409.0800923898325
BAU,Oct-Dec,water_use,391.3734917340786
BAU,Oct-Dec,water_use,421.0926084862615
BAU,Jan-Apr,water_use,440.66584096979165
BAU,Jan-Apr,water_use,402.81921717415463
BAU,Jan-Apr,water_use,362.14181010600487
BAU,Jan-Apr,water_use,334.79435155034565
BAU,May-Sep,water_use,512.2531014377506
BAU,May-Sep,water_use,443.07724889512735
BAU,May-Sep,water_use,490.4977911930677
BAU,May-Sep,water_use,481.056545700548
BAU,May-Sep,water_use,418.83974699687275
BAU,Oct-Dec,water_use,450.33552853987584
BAU,Oct-Dec,water_use,408.1116465091291
BAU,Oct-Dec,water_use,427.9186213205437
BAU,Jan-Apr,water_use,474.59706244273275
BAU,Jan-Apr,water_use,384.00065262846925
BAU,Jan-Apr,water_use,366.10274978919693
BAU,Jan-Apr,water_use,349.4086877694471
BAU,May-Sep,water_use,501.2573926794108
BAU,May-Sep,water_use,426.22665054175263
BAU,May-Sep,water_use,533.0413771980427
BAU,May-Sep,water_use,498.008802722399
BAU,May-Sep,water_use,418.1644771779667
BAU,Oct-Dec,water_use,464.3987133027673
BAU,Oct-Dec,water_use,396.1939381554055
BAU,Oct-Dec,water_use,439.3979684545435
BAU,Jan-Apr,water_use,486.88487073493815
BAU,Jan-Apr,water_use,381.9550136395855
BAU,Jan-Apr,water_use,336.49395245498397
BAU,Jan-Apr,water_use,347.951599191656
BAU,May-Sep,water_use,461.13975632470135
BAU,May-Sep,water_use,458.9786093554519
BAU,May-Sep,water_use,544.0790530365763
BAU,May-Sep,water_use,486.83907843218805
BAU,May-Sep,water_use,412.5734765604364
BAU,Oct-Dec,water_use,447.1029852105759
BAU,Oct-Dec,water_use,405.4592336659538
BAU,Oct-Dec,water_use,434.29748418650564
BAU,Jan-Apr,water_use,504.46777739065544
BAU,Jan-Apr,water_use,386.3690063386423
BAU,Jan-Apr,water_use,360.5844044358921
BAU,Jan-Apr,water_use,386.80327611998024
BAU,May-Sep,water_use,421.5121037275251
BAU,May-Sep,water_use,469.72056567608473
BAU,May-Sep,water_use,570.7543445996099
BAU,May-Sep,water_use,465.9476545355085
BAU,May-Sep,water_use,438.05527062849757
BAU,Oct-Dec,water_use,420.3584442032304
BAU,Oct-Dec,water_use,407.4109382872519
BAU,Oct-Dec,water_use,428.89556404981744
BAU,Jan-Apr,water_use,513.861334790966
BAU,Jan-Apr,water_use,390.22057923944357
BAU,Jan-Apr,water_use,343.78937446232516
BAU,Jan-Apr,water_use,352.6560980800441
BAU,May-Sep,water_use,416.83382574964986
BAU,May-Sep,water_use,486.1233322685177
BAU,May-Sep,water_use,551.9306478449687
BAU,May-Sep,water_use,492.850428131927
BAU,May-Sep,water_use,429.4921381591385
BAU,Oct-Dec,water_use,387.59515895625304
BAU,Oct-Dec,water_use,390.7250703176165
BAU,Oct-Dec,water_use,442.54706385945724
BAU,Jan-Apr,water_use,527.1498641418782
BAU,Jan-Apr,water_use,422.5152871216356
BAU,Jan-Apr,water_use,346.8293399225227
BAU,Jan-Apr,water_use,325.50534365072974
BAU,May-Sep,water_use,441.89524978700103
BAU,May-Sep,water_use,502.9148667496132
BAU,May-Sep,water_use,474.0033181470362
BAU,May-Sep,water_use,501.1395009444193
BAU,May-Sep,water_use,421.5808363507207
BAU,Oct-Dec,water_use,361.75176397027184
BAU,Oct-Dec,water_use,398.6595740488085
BAU,Oct-Dec,water_use,515.2865682008453
BAU,Jan-Apr,water_use,508.3599813873234
BAU,Jan-Apr,water_use,386.60072304184246
BAU,Jan-Apr,water_use,380.1005701153044
BAU,Jan-Apr,water_use,320.5348251317063
BAU,May-Sep,water_use,440.5492848930702
BAU,May-Sep,water_use,497.43664694906505
BAU,May-Sep,water_use,447.4436567471258
BAU,May-Sep,water_use,510.6310146214513
BAU,May-Sep,water_use,416.5798383233434
BAU,Oct-Dec,water_use,379.6014917999846
BAU,Oct-Dec,water_use,398.50686073623655
BAU,Oct-Dec,water_use,486.3617133103982
BAU,Jan-Apr,water_use,489.2861597487112
BAU,Jan-Apr,water_use,365.25481917677723
BAU,Jan-Apr,water_use,352.23482350330016
BAU,May-Sep,water_use,417.52177816066364
BAU,May-Sep,water_use,423.4157713747511
BAU,May-Sep,water_use,494.38718245955806
BAU,May-Sep,water_use,521.8035427945687
BAU,May-Sep,water_use,430.3406169939828
BAU,Oct-Dec,water_use,374.8037563164207
BAU,Oct-Dec,water_use,393.938563384956
BAU,Oct-Dec,water_use,471.96640715144565
BAU,Jan-Apr,water_use,461.5812088347622
BAU,Jan-Apr,water_use,329.78827608335484
BAU,Jan-Apr,water_use,368.3758438470629
BAU,May-Sep,water_use,403.62275835230594
BAU,May-Sep,water_use,407.6901452306394
BAU,May-Sep,water_use,495.511294064011
BAU,May-Sep,water_use,525.7232280865566
BAU,May-Sep,water_use,489.08932045963326
BAU,Oct-Dec,water_use,362.00326122175306
BAU,Oct-Dec,water_use,371.1156326531672
BAU,Oct-Dec,water_use,488.2762600606189
BAU,Jan-Apr,water_use,466.3544006716216
BAU,Jan-Apr,water_use,333.09139736816087
BAU,May-Sep,water_use,403.6328661531419
BAU,May-Sep,water_use,498.49319040174635
BAU,May-Sep,water_use,500.5260247079021
BAU,Oct-Dec,water_use,383.91675854894567
BAU,Oct-Dec,water_use,490.1147472107714
COO,Jan-Apr,water_use,525.2214588726991
COO,Jan-Apr,water_use,469.6483230987946
COO,Jan-Apr,water_use,356.75071164010365
COO,Jan-Apr,water_use,307.1143763137922
COO,May-Sep,water_use,451.9919130126737
COO,May-Sep,water_use,401.8677002333672
COO,May-Sep,water_use,496.958856805488
COO,May-Sep,water_use,539.8277487207594
COO,May-Sep,water_use,537.3350020390993
COO,Oct-Dec,water_use,473.6932967202769
COO,Oct-Dec,water_use,397.6005140848818
COO,Oct-Dec,water_use,371.4027412849962
COO,Jan-Apr,water_use,483.44582074864593
COO,Jan-Apr,water_use,430.38810352996444
COO,Jan-Apr,water_use,378.9155437823767
COO,Jan-Apr,water_use,340.3999455489562
COO,May-Sep,water_use,476.83905230908954
COO,May-Sep,water_use,367.2743294656983
COO,May-Sep,water_use,505.49253160174936
COO,May-Sep,water_use,532.709382946124
COO,May-Sep,water_use,584.9474844704163
COO,Oct-Dec,water_use,524.6334912079225
COO,Oct-Dec,water_use,377.9395103703433
COO,Oct-Dec,water_use,402.4191596587348
COO,Jan-Apr,water_use,452.5254287538594
COO,Jan-Apr,water_use,371.4854652763242
COO,Jan-Apr,water_use,332.17505378808505
COO,Jan-Apr,water_use,350.75461419179925
COO,May-Sep,water_use,480.1241715286218
COO,May-Sep,water_use,434.0436379021807
COO,May-Sep,water_use,518.7365753569267
COO,May-Sep,water_use,522.4903414809046
COO,May-Sep,water_use,581.1513509933558
COO,Oct-Dec,water_use,541.679600218585
COO,Oct-Dec,water_use,357.3654540162196
COO,Oct-Dec,water_use,433.66490271373164
COO,Jan-Apr,water_use,479.65401384001143
COO,Jan-Apr,water_use,367.2156500406414
COO,Jan-Apr,water_use,363.4954074365835
COO,Jan-Apr,water_use,361.3808800422675
COO,May-Sep,water_use,477.5836922801581
COO,May-Sep,water_use,465.2949669081219
COO,May-Sep,water_use,539.1863859582057
COO,May-Sep,water_use,512.2803676395882
COO,May-Sep,water_use,599.959647527223
COO,Oct-Dec,water_use,527.275314252647
COO,Oct-Dec,water_use,383.6056798929296
COO,Oct-Dec,water_use,424.9892748658229
COO,Jan-Apr,water_use,505.71633609388397
COO,Jan-Apr,water_use,374.71041727648384
COO,Jan-Apr,water_use,392.4442509540843
COO,Jan-Apr,water_use,324.7289225673751
COO,May-Sep,water_use,401.0237550952004
COO,May-Sep,water_use,492.336550643874
COO,May-Sep,water_use,565.0321049935803
COO,May-Sep,water_use,565.4565738347278
COO,May-Sep,water_use,580.6417744948814
COO,Oct-Dec,water_use,441.18200674448286
COO,Oct-Dec,water_use,368.2424172842974
COO,Oct-Dec,water_use,419.2471498876554
COO,Jan-Apr,water_use,375.4887561263029
COO,Jan-Apr,water_use,475.87273157106324
COO,Jan-Apr,water_use,378.30621045762217
COO,Jan-Apr,water_use,356.4515696754651
COO,May-Sep,water_use,432.09812341071415
COO,May-Sep,water_use,521.7392738275676
COO,May-Sep,water_use,520.0548312760143
COO,May-Sep,water_use,556.834733836611
COO,May-Sep,water_use,540.3498987044663
COO,Oct-Dec,water_use,431.02618477769107
COO,Oct-Dec,water_use,396.0689725713197
COO,Oct-Dec,water_use,442.86830873544517
COO,Jan-Apr,water_use,439.15822019456806
COO,Jan-Apr,water_use,512.4669598368026
COO,Jan-Apr,water_use,348.4179428252753
COO,Jan-Apr,water_use,313.6447013776744
COO,May-Sep,water_use,429.2188530856447
COO,May-Sep,water_use,541.4461408065221
COO,May-Sep,water_use,496.77086977063243
COO,May-Sep,water_use,555.8628674533919
COO,May-Sep,water_use,452.8258249183539
COO,Oct-Dec,water_use,483.43013038435635
COO,Oct-Dec,water_use,402.08989970050277
COO,Oct-Dec,water_use,466.9333271419582
COO,Jan-Apr,water_use,414.6491128855586
COO,Jan-Apr,water_use,395.20257646513943
COO,Jan-Apr,water_use,350.7507695007081
COO,Jan-Apr,water_use,418.20988334894605
COO,May-Sep,water_use,365.10609778519586
COO,May-Sep,water_use,499.0506290307299
COO,May-Sep,water_use,554.8492337441912
COO,May-Sep,water_use,563.7770109724966
COO,May-Sep,water_use,448.39108588092455
COO,Oct-Dec,water_use,445.46766462330925
COO,Oct-Dec,water_use,408.91829654516556
COO,Oct-Dec,water_use,454.8168977686992
COO,Jan-Apr,water_use,458.83301924196036
COO,Jan-Apr,water_use,371.0948168916586
COO,Jan-Apr,water_use,357.06227087215905
COO,Jan-Apr,water_use,357.8411060249488
COO,May-Sep,water_use,357.15595593278533
COO,May-Sep,water_use,470.64899195172853
COO,May-Sep,water_use,550.1965465984522
COO,May-Sep,water_use,566.1199648960219
COO,May-Sep,water_use,462.5292482284572
COO,Oct-Dec,water_use,451.6890882437619
COO,Oct-Dec,water_use,371.4471041942589
COO,Oct-Dec,water_use,478.99729624686427
COO,Jan-Apr,water_use,511.74690136946117
COO,Jan-Apr,water_use,388.6486831889542
COO,Jan-Apr,water_use,319.4598582617314
COO,Jan-Apr,water_use,364.0729202784907
COO,May-Sep,water_use,401.4235465940437
COO,May-Sep,water_use,526.6703922431323
COO,May-Sep,water_use,558.02667444509
COO,May-Sep,water_use,536.1912723613075
COO,May-Sep,water_use,427.06051084410643
COO,Oct-Dec,water_use,465.8045306111628
COO,Oct-Dec,water_use,338.60917065770377
COO,Oct-Dec,water_use,478.1328045916655
COO,Jan-Apr,water_use,430.0119697730606
COO,Jan-Apr,water_use,399.2172897437144
COO,Jan-Apr,water_use,384.35211462701284
COO,Jan-Apr,water_use,350.13659617381614
COO,May-Sep,water_use,379.5215763676784
COO,May-Sep,water_use,509.9731115970745
COO,May-Sep,water_use,544.7460059977448
COO,May-Sep,water_use,495.89659470973146
COO,May-Sep,water_use,438.74179659705084
COO,Oct-Dec,water_use,462.11068146431336
COO,Oct-Dec,water_use,386.32685534335855
