Replicate,Date,Hour,Day,Month,Year,Israel energy demand,Jordan energy demand,West Bank energy demand,Gaza energy demand,Israel wind,Israel solar,Jordan wind,Jordan solar,West Bank wind,West Bank solar,Gaza wind,Gaza solar
1,03/10/2018 03:00,3,3,10,2018,6565.62227,1993,502.5115187,130.6529949,0.07,0,0.46,0,0.1,0,0.1,0
1,03/10/2018 04:00,4,3,10,2018,6599.438556,1970,496.6810732,129.137079,0.03,0,0.04,0,0,0,0,0
1,03/10/2018 05:00,5,3,10,2018,6836.620109,1883,474.8169027,123.4523947,0.05,0,0.07,0,0.1,0,0.1,0
1,03/10/2018 06:00,6,3,10,2018,7227.913121,1927,485.7489879,126.2947369,0,0.01,0.12,0,0,0,0,0
1,03/10/2018 07:00,7,3,10,2018,8083.336312,2167,546.2398597,142.0223635,0,0.14,0.27,0.03,0,0,0,0
1,03/10/2018 08:00,8,3,10,2018,8959.112332,2404,606.0019257,157.5605007,0.02,0.35,0.12,0.17,0,0.1,0,0.1
1,03/10/2018 09:00,9,3,10,2018,9388.320195,2551,643.1710156,167.224464,0,0.52,0.05,0.39,0,0.3,0,0.3
1,03/10/2018 10:00,10,3,10,2018,9721.517181,2661,670.8656315,174.4250642,0,0.65,0.04,0.59,0,0.5,0,0.5
1,03/10/2018 11:00,11,3,10,2018,9943.811291,2727,687.6281622,178.7833222,0,0.72,0.11,0.76,0,0.6,0,0.6
1,03/10/2018 12:00,12,3,10,2018,10253.64823,2756,694.9162191,180.678217,0,0.74,0.23,0.83,0,0.7,0,0.7
1,03/10/2018 13:00,13,3,10,2018,10571.03556,2780,700.7466645,182.1941328,0.01,0.7,0.33,0.81,0,0.7,0,0.7
1,03/10/2018 14:00,14,3,10,2018,10768.90011,2777,700.0178589,182.0046433,0.07,0.62,0.38,0.75,0.1,0.6,0.1,0.6
1,03/10/2018 15:00,15,3,10,2018,10533.49401,2736,689.8145793,179.3517906,0.23,0.47,0.59,0.53,0.2,0.4,0.2,0.4
1,03/10/2018 16:00,16,3,10,2018,10151.16016,2667,672.3232429,174.8040431,0.41,0.27,0.84,0.42,0.4,0.3,0.4,0.3
1,03/10/2018 17:00,17,3,10,2018,9656.912311,2577,649.7302667,168.9298693,0.46,0.08,0.9,0.11,0.5,0.1,0.5,0.1
1,03/10/2018 18:00,18,3,10,2018,9775.173256,2488,627.1372905,163.0556955,0.35,0,0.76,0.01,0.4,0,0.4,0
1,03/10/2018 19:00,19,3,10,2018,9586.235138,2649,667.9504088,173.6671063,0.22,0,0.58,0,0.2,0,0.2,0
1,03/10/2018 20:00,20,3,10,2018,9377.079101,2667,672.3232429,174.8040431,0.25,0,0.58,0,0.3,0,0.3,0
1,03/10/2018 21:00,21,3,10,2018,8914.169621,2563,646.0862383,167.982422,0.13,0,0.4,0,0.1,0,0.1,0
1,03/10/2018 22:00,22,3,10,2018,8343.361704,2459,619.8492337,161.1608008,0.32,0,0.3,0,0.3,0,0.3,0
1,03/10/2018 23:00,23,3,10,2018,7716.805372,2378,599.4426746,155.8550954,0.31,0,0.2,0,0.3,0,0.3,0
1,04/10/2018 00:00,0,4,10,2018,7228.489065,2247,566.3849579,147.2600891,0.31,0,0.45,0,0.3,0,0.3,0
1,04/10/2018 01:00,1,4,10,2018,6755.538928,2128,536.5177126,139.4946053,0.39,0,0.54,0,0.4,0,0.4,0
1,04/10/2018 02:00,2,4,10,2018,6668.749409,2039,513.9351612,133.6231419,0.45,0,0.57,0,0.4,0,0.4,0
1,04/10/2018 03:00,3,4,10,2018,6571.243298,1992,502.2796508,130.5927092,0.44,0,0.4,0,0.4,0,0.4,0
1,04/10/2018 04:00,4,4,10,2018,6626.403573,1969,496.4518956,129.0774929,0.61,0,0.52,0,0.6,0,0.6,0
1,04/10/2018 05:00,5,4,10,2018,6920.24203,1882,474.5978136,123.3954315,0.47,0,0.19,0,0.5,0,0.5,0
1,04/10/2018 06:00,6,4,10,2018,7351.053759,1926,485.5248546,126.2364622,0.55,0.01,0.11,0,0.5,0,0.5,0
1,04/10/2018 07:00,7,4,10,2018,8118.536599,2166,545.9878148,141.9568318,0.29,0.15,0.05,0.02,0.3,0,0.3,0
1,04/10/2018 08:00,8,4,10,2018,8801.733749,2403,605.7223055,157.4877994,0.24,0.37,0,0.27,0.2,0.2,0.2,0.2
1,04/10/2018 09:00,9,4,10,2018,9197.9197,2550,642.8742449,167.1473037,0.09,0.55,0.01,0.49,0.1,0.4,0.1,0.4
1,04/10/2018 10:00,10,4,10,2018,9423.854074,2660,670.556082,174.3445813,0.06,0.67,0,0.68,0.1,0.6,0.1,0.6
1,04/10/2018 11:00,11,4,10,2018,9632.193028,2726,687.3108782,178.7008283,0.11,0.73,0.05,0.79,0.1,0.7,0.1,0.7
1,04/10/2018 12:00,12,4,10,2018,9735.884897,2755,694.5955722,180.5948488,0.28,0.75,0.07,0.85,0.3,0.7,0.3,0.7
1,04/10/2018 13:00,13,4,10,2018,9807.025891,2778,700.4233274,182.1100651,0.54,0.72,0.06,0.83,0.5,0.7,0.5,0.7
1,04/10/2018 14:00,14,4,10,2018,9859.727017,2775,699.694858,181.9206631,0.99,0.62,0.07,0.76,1,0.6,1,0.6
1,04/10/2018 15:00,15,4,10,2018,9614.97637,2735,689.4962864,179.2690345,1.04,0.47,0.05,0.62,1,0.5,1,0.5
1,04/10/2018 16:00,16,4,10,2018,9269.390299,2666,672.0130208,174.7233854,1.03,0.27,0.11,0.42,1,0.3,1,0.3
1,04/10/2018 17:00,17,4,10,2018,8767.507031,2576,649.4304695,168.8519221,0.97,0.08,0.14,0.17,1,0.1,1,0.1
1,04/10/2018 18:00,18,4,10,2018,9076.51341,2486,626.8479181,162.9804587,0.86,0,0.19,0.02,0.9,0,0.9,0
1,04/10/2018 19:00,19,4,10,2018,8821.436897,2648,667.6422044,173.5869732,0.73,0,0.16,0,0.7,0,0.7,0
1,04/10/2018 20:00,20,4,10,2018,8481.653971,2666,672.0130208,174.7233854,0.86,0,0.06,0,0.9,0,0.9,0
1,04/10/2018 21:00,21,4,10,2018,8093.198206,2562,645.7881225,167.9049118,0.44,0,0.09,0,0.4,0,0.4,0
1,04/10/2018 22:00,22,4,10,2018,7628.751229,2457,619.5632241,161.0864383,0.48,0,0.1,0,0.5,0,0.5,0
1,04/10/2018 23:00,23,4,10,2018,7126.33929,2377,599.1660809,155.783181,0.55,0,0.05,0,0.5,0,0.5,0
1,05/10/2018 00:00,0,5,10,2018,6773.441038,1985,500.3660912,130.0951837,0.53,0,0.01,0,0.5,0,0.5,0
1,05/10/2018 01:00,1,5,10,2018,6468.910887,1880,473.9802266,123.2348589,0.46,0,0.03,0,0.5,0,0.5,0
1,05/10/2018 02:00,2,5,10,2018,6216.597991,1801,454.0299387,118.0477841,0.11,0,0.35,0,0.1,0,0.1,0
1,05/10/2018 03:00,3,5,10,2018,6137.241593,1760,443.7330159,115.3705841,0.14,0,0.41,0,0.1,0,0.1,0
1,05/10/2018 04:00,4,5,10,2018,6138.244547,1740,438.5845546,114.0319842,0.13,0,0.09,0,0.1,0,0.1,0
1,05/10/2018 05:00,5,5,10,2018,6274.953621,1663,419.2778243,109.0122343,0.04,0,0.24,0,0,0,0,0
1,05/10/2018 06:00,6,5,10,2018,6271.223596,1701,428.9311894,111.5221093,0.02,0.01,0.24,0,0,0,0,0
1,05/10/2018 07:00,7,5,10,2018,6876.925496,1913,482.3464764,125.4100839,0,0.13,0.07,0.07,0,0.1,0,0.1
1,05/10/2018 08:00,8,5,10,2018,7426.289021,2123,535.1182056,139.1307335,0.01,0.33,0.01,0.32,0,0.3,0,0.3
1,05/10/2018 09:00,9,5,10,2018,7816.719533,2253,567.9396469,147.6643082,0.01,0.51,0.03,0.56,0,0.5,0,0.5
1,05/10/2018 10:00,10,5,10,2018,8082.844419,2350,592.3948385,154.022658,0.02,0.6,0.04,0.7,0,0.6,0,0.6
1,05/10/2018 11:00,11,5,10,2018,8237.895132,2408,607.196665,157.8711329,0.08,0.63,0.04,0.71,0.1,0.6,0.1,0.6
1,05/10/2018 12:00,12,5,10,2018,8388.574789,2434,613.6322418,159.5443829,0.15,0.61,0.12,0.9,0.2,0.8,0.2,0.8
1,05/10/2018 13:00,13,5,10,2018,8456.570859,2454,618.7807032,160.8829828,0.26,0.56,0.26,0.79,0.3,0.7,0.3,0.7
1,05/10/2018 14:00,14,5,10,2018,8427.752503,2452,618.1371455,160.7156578,0.4,0.57,0.29,0.7,0.4,0.6,0.4,0.6
1,05/10/2018 15:00,15,5,10,2018,8260.846295,2416,609.1273381,158.3731079,0.8,0.2,0.35,0.49,0.8,0.4,0.8,0.4
1,05/10/2018 16:00,16,5,10,2018,8136.68621,2355,593.6819539,154.357308,0.95,0.17,0.48,0.09,1,0.1,1,0.1
1,05/10/2018 17:00,17,5,10,2018,8068.978295,2276,573.731666,149.1702332,0.86,0.04,0.61,0.4,0.9,0.3,0.9,0.3
1,05/10/2018 18:00,18,5,10,2018,8263.244013,2197,553.7813781,143.9831583,0.71,0,0.7,0.1,0.7,0.1,0.7,0.1
1,05/10/2018 19:00,19,5,10,2018,7931.531931,2340,589.8206078,153.353358,0.52,0,0.42,0.01,0.5,0,0.5,0
1,05/10/2018 20:00,20,5,10,2018,7734.727226,2355,593.6819539,154.357308,0.48,0,0.09,0,0.5,0,0.5,0
1,05/10/2018 21:00,21,5,10,2018,7460.288857,2263,570.5138776,148.3336082,0.52,0,0.17,0,0.5,0,0.5,0
1,05/10/2018 22:00,22,5,10,2018,7183.82412,2171,547.3458014,142.3099084,0.41,0,0.3,0,0.4,0,0.4,0
1,05/10/2018 23:00,23,5,10,2018,6818.427231,2100,529.3261865,137.6248085,0.38,0,0.33,0,0.4,0,0.4,0
1,06/10/2018 00:00,0,6,10,2018,6505.610851,1949,491.3456916,127.7498798,0.27,0,0.27,0,0.3,0,0.3,0
1,06/10/2018 01:00,1,6,10,2018,6229.122116,1846,465.4355008,121.0132302,0.13,0,0.2,0,0.1,0,0.1,0
1,06/10/2018 02:00,2,6,10,2018,6031.491557,1768,445.8448687,115.9196659,0.1,0,0.27,0,0.1,0,0.1,0
1,06/10/2018 03:00,3,6,10,2018,5915.839667,1728,435.7335747,113.2907294,0.06,0,0.22,0,0.1,0,0.1,0
1,06/10/2018 04:00,4,6,10,2018,5934.1209,1708,430.6779278,111.9762612,0.03,0,0.1,0,0,0,0,0
1,06/10/2018 05:00,5,6,10,2018,5976.20653,1633,411.7192515,107.0470054,0,0,0.07,0,0,0,0,0
1,06/10/2018 06:00,6,6,10,2018,5720.481098,1671,421.1985897,109.5116333,0,0.01,0.05,0,0,0,0,0
1,06/10/2018 07:00,7,6,10,2018,5994.633741,1879,473.6509271,123.1492411,0,0.13,0.03,0,0,0,0,0
1,06/10/2018 08:00,8,6,10,2018,6461.545293,2084,525.4713088,136.6225403,0,0.34,0,0.1,0,0.1,0,0.1
1,06/10/2018 09:00,9,6,10,2018,6866.639762,2212,557.7010583,145.0022752,0,0.53,0,0.34,0,0.3,0,0.3
1,06/10/2018 10:00,10,6,10,2018,7229.563915,2307,581.7153815,151.2459992,0,0.65,0,0.58,0,0.5,0,0.5
1,06/10/2018 11:00,11,6,10,2018,7443.637329,2365,596.2503666,155.0250953,0,0.72,0.03,1.33,0,1.1,0,1.1
1,06/10/2018 12:00,12,6,10,2018,7708.339254,2390,602.5699253,156.6681806,0,0.74,0.07,0.91,0,0.8,0,0.8
1,06/10/2018 13:00,13,6,10,2018,7867.715248,2410,607.6255723,157.9826488,0.02,0.71,0.1,0.79,0,0.7,0,0.7
1,06/10/2018 14:00,14,6,10,2018,7782.728063,2408,606.9936164,157.8183403,0.13,0.61,0.15,0.54,0.1,0.5,0.1,0.5
1,06/10/2018 15:00,15,6,10,2018,7753.883063,2373,598.1462342,155.5180209,0.62,0.46,0.28,0.62,0.6,0.5,0.6,0.5
1,06/10/2018 16:00,16,6,10,2018,7657.979691,2312,582.9792933,151.5746162,0.89,0.25,0.26,0.36,0.9,0.3,0.9,0.3
1,06/10/2018 17:00,17,6,10,2018,7474.621593,2235,563.3886612,146.4810519,0.75,0.06,0.2,0.21,0.8,0.2,0.8,0.2
1,06/10/2018 18:00,18,6,10,2018,7980.130682,2157,543.7980291,141.3874876,0.64,0,0.21,0.02,0.6,0,0.6,0
1,06/10/2018 19:00,19,6,10,2018,8032.08002,2297,579.187558,150.5887651,0.52,0,0.15,0,0.5,0,0.5,0
1,06/10/2018 20:00,20,6,10,2018,7930.657425,2312,582.9792933,151.5746162,0.46,0,0.12,0,0.5,0,0.5,0
1,06/10/2018 21:00,21,6,10,2018,7752.976196,2222,560.2288818,145.6595093,0.38,0,0.17,0,0.4,0,0.4,0
1,06/10/2018 22:00,22,6,10,2018,7372.887741,2132,537.4784704,139.7444023,0.23,0,0.17,0,0.2,0,0.2,0
1,06/10/2018 23:00,23,6,10,2018,6833.868638,2062,519.7837059,135.1437635,0.19,0,0.14,0,0.2,0,0.2,0
1,07/10/2018 00:00,0,7,10,2018,6425.290253,1946,490.561309,127.5459403,0.17,0,0.11,0,0.2,0,0.2,0
1,07/10/2018 01:00,1,7,10,2018,6149.651757,1843,464.6924812,120.8200451,0.11,0,0.08,0,0.1,0,0.1,0
1,07/10/2018 02:00,2,7,10,2018,5938.964533,1766,445.1331235,115.7346121,0.08,0,0.16,0,0.1,0,0.1,0
1,07/10/2018 03:00,3,7,10,2018,5872.538201,1726,435.0379712,113.1098725,0.09,0,0.34,0,0.1,0,0.1,0
1,07/10/2018 04:00,4,7,10,2018,5934.793296,1706,429.990395,111.7975027,0.09,0,0.38,0,0.1,0,0.1,0
1,07/10/2018 05:00,5,7,10,2018,6296.716336,1630,411.0619844,106.8761159,0.01,0,0.25,0,0,0,0,0
1,07/10/2018 06:00,6,7,10,2018,6822.152521,1668,420.5261897,109.3368093,0,0.01,0.06,0,0,0,0,0
1,07/10/2018 07:00,7,7,10,2018,7561.526106,1876,472.8947924,122.952646,0,0.14,0.03,0.04,0,0,0,0
1,07/10/2018 08:00,8,7,10,2018,8253.876341,2081,524.6324482,136.4044365,0,0.35,0,0.18,0,0.2,0,0.2
1,07/10/2018 09:00,9,7,10,2018,8671.032027,2209,556.8107463,144.770794,0,0.54,0,0.44,0,0.4,0,0.4
1,07/10/2018 10:00,10,7,10,2018,8837.473033,2304,580.7867331,151.0045506,0,0.67,0,0.68,0,0.6,0,0.6
1,07/10/2018 11:00,11,7,10,2018,9044.067696,2361,595.2985146,154.7776138,0,0.71,0.01,0.82,0,0.7,0,0.7
1,07/10/2018 12:00,12,7,10,2018,9216.516039,2386,601.6079848,156.418076,0.01,0.74,0.03,0.88,0,0.7,0,0.7
1,07/10/2018 13:00,13,7,10,2018,9448.774127,2406,606.6555609,157.7304458,0.06,0.71,0.06,0.86,0.1,0.7,0.1,0.7
1,07/10/2018 14:00,14,7,10,2018,9420.897261,2404,606.0246139,157.5663996,0.5,0.62,0.08,0.81,0.5,0.7,0.5,0.7
1,07/10/2018 15:00,15,7,10,2018,9213.385793,2369,597.1913556,155.2697525,0.88,0.46,0.06,0.63,0.9,0.5,0.9,0.5
1,07/10/2018 16:00,16,7,10,2018,8813.847857,2309,582.0486271,151.332643,0.69,0.26,0.06,0.3,0.7,0.2,0.7,0.2
1,07/10/2018 17:00,17,7,10,2018,8544.905262,2231,562.4892695,146.2472101,0.66,0.07,0,0.16,0.7,0.1,0.7,0.1
1,07/10/2018 18:00,18,7,10,2018,8818.212666,2154,542.9299118,141.1617771,0.69,0,0.02,0.02,0.7,0,0.7,0
1,07/10/2018 19:00,19,7,10,2018,8665.003657,2294,578.262945,150.3483657,0.56,0,0.01,0,0.6,0,0.6,0
1,07/10/2018 20:00,20,7,10,2018,8357.013873,2309,582.0486271,151.332643,0.35,0,0.03,0,0.3,0,0.3,0
1,07/10/2018 21:00,21,7,10,2018,7945.657653,2219,559.3345343,145.4269789,0.17,0,0.07,0,0.2,0,0.2,0
1,07/10/2018 22:00,22,7,10,2018,7398.470379,2128,536.6204416,139.5213148,0.18,0,0.15,0,0.2,0,0.2,0
1,07/10/2018 23:00,23,7,10,2018,6872.931329,2058,518.953925,134.9280205,0.18,0,0.38,0,0.2,0,0.2,0
1,08/10/2018 00:00,0,8,10,2018,6430.864485,1927,485.7077802,126.2840229,0.06,0,0.37,0,0.1,0,0.1,0
1,08/10/2018 01:00,1,8,10,2018,6185.530594,1825,460.0948941,119.6246725,0.03,0,0.54,0,0,0,0,0
1,08/10/2018 02:00,2,8,10,2018,5986.321728,1748,440.7290533,114.5895539,0.01,0,0.62,0,0,0,0,0
1,08/10/2018 03:00,3,8,10,2018,5928.180282,1708,430.7337807,111.990783,0,0,0.57,0,0,0,0,0
1,08/10/2018 04:00,4,8,10,2018,6004.332215,1689,425.7361444,110.6913975,0,0,0.7,0,0,0,0,0
1,08/10/2018 05:00,5,8,10,2018,6351.446886,1614,406.9950081,105.8187021,0.03,0,0.69,0,0,0,0,0
1,08/10/2018 06:00,6,8,10,2018,6742.020654,1652,416.3655762,108.2550498,0.01,0.01,0.55,0,0,0,0,0
1,08/10/2018 07:00,7,8,10,2018,7382.090588,1857,468.2160531,121.7361738,0,0.13,0.39,0.01,0,0,0,0
1,08/10/2018 08:00,8,8,10,2018,8118.119698,2060,519.4418254,135.0548746,0,0.35,0.28,0.08,0,0.1,0,0.1
1,08/10/2018 09:00,9,8,10,2018,8473.851563,2187,551.301757,143.3384568,0,0.53,0.21,0.33,0,0.3,0,0.3
1,08/10/2018 10:00,10,8,10,2018,8683.906736,2281,575.0405295,149.5105377,0,0.65,0.26,0.55,0,0.5,0,0.5
1,08/10/2018 11:00,11,8,10,2018,8834.634235,2338,589.408734,153.2462708,0.02,0.73,0.5,1.35,0,1.1,0,1.1
1,08/10/2018 12:00,12,8,10,2018,8946.014143,2363,595.6557794,154.8705026,0.05,0.74,0.6,0.87,0,0.7,0,0.7
1,08/10/2018 13:00,13,8,10,2018,9208.979397,2382,600.6534157,156.1698881,0.17,0.69,0.76,0.87,0.2,0.7,0.2,0.7
1,08/10/2018 14:00,14,8,10,2018,9225.146094,2380,600.0287112,156.0074649,0.26,0.61,0.87,0.8,0.3,0.7,0.3,0.7
1,08/10/2018 15:00,15,8,10,2018,9058.589223,2345,591.2828476,153.7335404,0.57,0.46,0.93,0.65,0.6,0.5,0.6,0.5
1,08/10/2018 16:00,16,8,10,2018,8675.231546,2286,576.2899386,149.835384,0.82,0.23,0.94,0.44,0.8,0.4,0.8,0.4
1,08/10/2018 17:00,17,8,10,2018,8408.370824,2209,556.9240979,144.8002654,0.84,0.06,0.74,0.18,0.8,0.1,0.8,0.1
1,08/10/2018 18:00,18,8,10,2018,8710.839204,2132,537.5582571,139.7651468,0.78,0,0.47,0.02,0.8,0,0.8,0
1,08/10/2018 19:00,19,8,10,2018,8584.166296,2271,572.5417114,148.860845,0.61,0,0.35,0,0.6,0,0.6,0
1,08/10/2018 20:00,20,8,10,2018,8304.407327,2286,576.2899386,149.835384,0.31,0,0.21,0,0.3,0,0.3,0
1,08/10/2018 21:00,21,8,10,2018,7810.881065,2197,553.8005752,143.9881495,0.21,0,0.27,0,0.2,0,0.2,0
1,08/10/2018 22:00,22,8,10,2018,7304.822577,2107,531.3112117,138.140915,0.2,0,0.25,0,0.2,0,0.2,0
1,08/10/2018 23:00,23,8,10,2018,6782.030125,2038,513.8194846,133.593066,0.13,0,0.27,0,0.1,0,0.1,0
1,09/10/2018 00:00,0,9,10,2018,6307.379622,1927,485.7077802,126.2840229,0.2,0,0.32,0,0.2,0,0.2,0
1,09/10/2018 01:00,1,9,10,2018,6061.354325,1825,460.0948941,119.6246725,0.03,0,0.69,0,0,0,0,0
1,09/10/2018 02:00,2,9,10,2018,5844.222119,1748,440.7290533,114.5895539,0,0,0.64,0,0,0,0,0
1,09/10/2018 03:00,3,9,10,2018,5813.550399,1708,430.7337807,111.990783,0,0,0.46,0,0,0,0,0
1,09/10/2018 04:00,4,9,10,2018,5910.284363,1689,425.7361444,110.6913975,0,0,0.17,0,0,0,0,0
1,09/10/2018 05:00,5,9,10,2018,6270.499621,1614,406.9950081,105.8187021,0,0,0.12,0,0,0,0,0
1,09/10/2018 06:00,6,9,10,2018,6615.112451,1652,416.3655762,108.2550498,0,0.01,0.07,0,0,0,0,0
1,09/10/2018 07:00,7,9,10,2018,7294.31715,1857,468.2160531,121.7361738,0,0.12,0.15,0,0,0,0,0
1,09/10/2018 08:00,8,9,10,2018,7963.38044,2060,519.4418254,135.0548746,0,0.32,0.14,0.09,0,0.1,0,0.1
1,09/10/2018 09:00,9,9,10,2018,8282.331056,2187,551.301757,143.3384568,0,0.52,0.2,0.72,0,0.6,0,0.6
1,09/10/2018 10:00,10,9,10,2018,8528.930174,2281,575.0405295,149.5105377,0,0.65,0.39,0.72,0,0.6,0,0.6
1,09/10/2018 11:00,11,9,10,2018,8583.23775,2338,589.408734,153.2462708,0,0.72,0.43,0.82,0,0.7,0,0.7
1,09/10/2018 12:00,12,9,10,2018,8796.85301,2363,595.6557794,154.8705026,0.05,0.74,0.46,0.89,0.1,0.7,0.1,0.7
1,09/10/2018 13:00,13,9,10,2018,9053.444241,2382,600.6534157,156.1698881,0.1,0.7,0.74,0.87,0.1,0.7,0.1,0.7
1,09/10/2018 14:00,14,9,10,2018,9087.408789,2380,600.0287112,156.0074649,0.16,0.61,0.89,0.76,0.2,0.6,0.2,0.6
1,09/10/2018 15:00,15,9,10,2018,8888.019887,2345,591.2828476,153.7335404,0.33,0.45,0.87,0.55,0.3,0.5,0.3,0.5
1,09/10/2018 16:00,16,9,10,2018,8559.25303,2286,576.2899386,149.835384,0.72,0.25,0.55,0.3,0.7,0.3,0.7,0.3
1,09/10/2018 17:00,17,9,10,2018,8249.837621,2209,556.9240979,144.8002654,0.87,0.06,0.38,0.11,0.9,0.1,0.9,0.1
1,09/10/2018 18:00,18,9,10,2018,8594.331391,2132,537.5582571,139.7651468,0.95,0,0.45,0.01,1,0,1,0
1,09/10/2018 19:00,19,9,10,2018,8437.928015,2271,572.5417114,148.860845,0.64,0,0.59,0,0.6,0,0.6,0
1,09/10/2018 20:00,20,9,10,2018,8167.994241,2286,576.2899386,149.835384,0.36,0,0.72,0,0.4,0,0.4,0
1,09/10/2018 21:00,21,9,10,2018,7732.357628,2197,553.8005752,143.9881495,0.22,0,0.49,0,0.2,0,0.2,0
1,09/10/2018 22:00,22,9,10,2018,7277.78205,2107,531.3112117,138.140915,0.15,0,0.61,0,0.2,0,0.2,0
1,09/10/2018 23:00,23,9,10,2018,6738.229832,2038,513.8194846,133.593066,0.09,0,1,0,0.1,0,0.1,0
1,10/10/2018 00:00,0,10,10,2018,6304.018382,1944,490.1691177,127.4439706,0.12,0,1,0,0.1,0,0.1,0
1,10/10/2018 01:00,1,10,10,2018,6046.627271,1842,464.3209713,120.7234525,0.05,0,0.99,0,0.1,0,0.1,0
1,10/10/2018 02:00,2,10,10,2018,5845.738374,1764,444.7772509,115.6420852,0.01,0,0.85,0,0,0,0,0
1,10/10/2018 03:00,3,10,10,2018,5785.437272,1724,434.6901694,113.019444,0,0,0.99,0,0,0,0,0
1,10/10/2018 04:00,4,10,10,2018,5882.081887,1704,429.6466286,111.7081234,0,0,1,0,0,0,0,0
1,10/10/2018 05:00,5,10,10,2018,6238.786669,1629,410.7333508,106.7906712,0,0,0.48,0,0,0,0,0
1,10/10/2018 06:00,6,10,10,2018,6694.730909,1667,420.1899897,109.2493973,0,0.01,0.85,0,0,0,0,0
1,10/10/2018 07:00,7,10,10,2018,7355.546751,1874,472.5167251,122.8543485,0,0.12,0.59,0.04,0,0,0,0
1,10/10/2018 08:00,8,10,10,2018,7970.735224,2079,524.2130179,136.2953846,0,0.31,0.05,0.27,0,0.2,0,0.2
1,10/10/2018 09:00,9,10,10,2018,8212.559214,2207,556.3655902,144.6550535,0.01,0.49,0,0.53,0,0.4,0,0.4
1,10/10/2018 10:00,10,10,10,2018,8380.148294,2302,580.3224089,150.8838263,0.06,0.63,0,0.7,0.1,0.6,0.1,0.6
1,10/10/2018 11:00,11,10,10,2018,8525.653974,2359,594.8225885,154.653873,0.08,0.69,0.02,0.78,0.1,0.7,0.1,0.7
1,10/10/2018 12:00,12,10,10,2018,8650.109314,2384,601.1270145,156.2930238,0.15,0.73,0.03,0.61,0.2,0.5,0.2,0.5
1,10/10/2018 13:00,13,10,10,2018,8809.575538,2404,606.1705553,157.6043444,0.24,0.66,0.02,0.86,0.2,0.7,0.2,0.7
1,10/10/2018 14:00,14,10,10,2018,8846.675708,2402,605.5401127,157.4404293,0.55,0.56,0.14,0.75,0.6,0.6,0.6,0.6
1,10/10/2018 15:00,15,10,10,2018,8668.212841,2367,596.7139163,155.1456182,0.82,0.41,0.25,0.61,0.8,0.5,0.8,0.5
1,10/10/2018 16:00,16,10,10,2018,8378.544636,2307,581.583294,151.2116565,0.95,0.21,0.29,0.43,1,0.4,1,0.4
1,10/10/2018 17:00,17,10,10,2018,8147.816872,2229,562.0395736,146.1302891,0.88,0.04,0.54,0.18,0.9,0.1,0.9,0.1
1,10/10/2018 18:00,18,10,10,2018,8476.872311,2152,542.4958531,141.0489218,0.68,0,0.62,0.02,0.7,0,0.7,0
1,10/10/2018 19:00,19,10,10,2018,8309.743307,2292,577.8006385,150.228166,0.48,0,0.71,0,0.5,0,0.5,0
1,10/10/2018 20:00,20,10,10,2018,7978.112995,2307,581.583294,151.2116565,0.36,0,0.49,0,0.4,0,0.4,0
1,10/10/2018 21:00,21,10,10,2018,7577.237639,2217,558.8873606,145.3107138,0.31,0,0.33,0,0.3,0,0.3,0
1,10/10/2018 22:00,22,10,10,2018,7104.807596,2127,536.1914272,139.4097711,0.33,0,0.1,0,0.3,0,0.3,0
1,10/10/2018 23:00,23,10,10,2018,6528.120145,2057,518.5390345,134.820149,0.21,0,0.08,0,0.2,0,0.2,0
1,11/10/2018 00:00,0,11,10,2018,6155.458235,1927,485.7077802,126.2840229,0.14,0,0.04,0,0.1,0,0.1,0
1,11/10/2018 01:00,1,11,10,2018,5858.172196,1825,460.0948941,119.6246725,0.09,0,0.02,0,0.1,0,0.1,0
1,11/10/2018 02:00,2,11,10,2018,5708.404247,1748,440.7290533,114.5895539,0.1,0,0,0,0.1,0,0.1,0
1,11/10/2018 03:00,3,11,10,2018,5654.696883,1708,430.7337807,111.990783,0.08,0,0,0,0.1,0,0.1,0
1,11/10/2018 04:00,4,11,10,2018,5771.081238,1689,425.7361444,110.6913975,0.07,0,0,0,0.1,0,0.1,0
1,11/10/2018 05:00,5,11,10,2018,6106.711047,1614,406.9950081,105.8187021,0.06,0,0,0,0.1,0,0.1,0
1,11/10/2018 06:00,6,11,10,2018,6580.995752,1652,416.3655762,108.2550498,0.1,0.01,0,0,0.1,0,0.1,0
1,11/10/2018 07:00,7,11,10,2018,7211.02174,1857,468.2160531,121.7361738,0.04,0.12,0,0.02,0,0,0,0
1,11/10/2018 08:00,8,11,10,2018,7827.704659,2060,519.4418254,135.0548746,0.02,0.33,0.05,0.12,0,0.1,0,0.1
1,11/10/2018 09:00,9,11,10,2018,8146.04004,2187,551.301757,143.3384568,0.03,0.51,0.03,0.31,0,0.3,0,0.3
1,11/10/2018 10:00,10,11,10,2018,8364.416502,2281,575.0405295,149.5105377,0.01,0.64,0.07,0.64,0,0.5,0,0.5
1,11/10/2018 11:00,11,11,10,2018,8430.294391,2338,589.408734,153.2462708,0,0.72,0.06,0.72,0,0.6,0,0.6
1,11/10/2018 12:00,12,11,10,2018,8595.711408,2363,595.6557794,154.8705026,0.06,0.75,0,0.73,0.1,0.6,0.1,0.6
1,11/10/2018 13:00,13,11,10,2018,8761.351467,2382,600.6534157,156.1698881,0.33,0.65,0,0.64,0.3,0.5,0.3,0.5
